"fecha","spi100","spi101","spi102","spi104","spi105","spi107","spi108","spi109","spi110","spi111","spi112","spi113","spi116","spi117","spi118","spi119","spi120","spi121","spi122","spi123","spi124","spi125","spi126","spi200","spi201","spi202","spi203","spi204","spi205","spi206"
"1983-05-01",-0.7533968517,-1.4916262253,-1.017768282,-0.4075662013,-1.2044596625,-0.8043558145,-1.2316845651,-1.3307493438,-0.6065103068,-1.4139434632,-0.8662774901,-1.1755341025,-1.1137116514,-0.9201504625,-0.8062583717,-0.9442774758,-1.2624016745,-1.3070087295,-1.1767785173,-0.7918209531,-0.5905798562,-0.5536906631,-1.2173460772,-0.863264353,-0.0676008753,-1.1988721027,-0.4840966354,-1.6851450913,-0.2232411481,-1.9802459969
"1983-06-01",-0.7165853655,-1.4564891101,-0.9771283071,-0.3744858805,-1.1673798153,-0.8014605259,-1.1967510327,-1.314231539,-0.5719406046,-1.4099843564,-0.8309171802,-1.1621087768,-1.0896022543,-0.9185800502,-0.7732962658,-0.9074552335,-1.2488771111,-1.279774122,-1.162874766,-0.7645204566,-0.587670868,-0.5279112918,-1.204740011,-0.8583063899,-0.0704084804,-1.2005151958,-0.4881690601,-1.6909689023,-0.3820408598,-1.985793241
"1983-07-01",-0.6738849064,-1.3972643569,-0.9483284665,-0.3286057464,-1.1391343305,-0.7837765926,-1.1555278746,-1.3041508892,-0.455029047,-1.4112395432,-0.7914458211,-1.1304819167,-1.059024005,-0.8953878044,-0.7030266231,-0.8533921961,-1.2345276095,-1.2780833607,-1.1485978462,-0.7445444101,-0.547774743,-0.4824333416,-1.2094609219,-0.8549182107,-0.1008879887,-1.2007632748,-0.5173289284,-1.6721387197,-0.4137152982,-1.9759371123
"1983-08-01",-0.6683492483,-1.3893110373,-0.9554596722,-0.3771813206,-1.1377524544,-0.7826848191,-1.1593716176,-1.3016705819,-0.4844842427,-1.4092613413,-0.7812873253,-1.1264665574,-1.0473721639,-0.8970958497,-0.6972803458,-0.8483069562,-1.2322176914,-1.2718473387,-1.1323914093,-0.7403853354,-0.5334922262,-0.4881191802,-1.2070124553,-0.8707927651,-0.1091227559,-1.2140015627,-0.5287030068,-1.6820332455,-0.3945360426,-2.0264501295
"1983-09-01",-0.8154542554,-1.4329385478,-1.0876299162,-0.4429647023,-1.13759196,-0.8182890682,-1.1830441499,-1.3276797276,-0.6084334464,-1.4205612162,-0.8728905333,-1.1564755197,-1.1345730515,-0.9446964081,-0.8285168043,-0.92209391,-1.2418208237,-1.2747313541,-1.1580961505,-0.7911561408,-0.624440946,-0.5360152719,-1.2283779045,-0.8898801859,-0.1935941376,-1.2113399716,-0.5539858575,-1.6754044688,-0.4311116564,-2.0179678141
"1983-10-01",-0.8856718435,-1.4126194743,-1.0765065916,-0.5555552608,-1.1496255602,-0.9113725033,-1.1409889949,-1.3187352182,-0.6843238429,-1.4271016938,-0.8831901661,-1.1359893568,-1.0943331216,-1.0076149689,-0.9136997008,-0.927210434,-1.2374984539,-1.2803100385,-1.1399924304,-0.852248689,-0.7204291855,-0.5023619646,-1.2254442599,-0.9998516165,-0.4917046315,-1.2773693543,-0.7094769217,-1.7181916479,-0.6610799017,-2.0644788692
"1983-11-01",-0.9545279165,-1.393464301,-1.0580203656,-0.7042067684,-1.2064842847,-0.9624079569,-1.1035335718,-1.2793498136,-0.7610869108,-1.4535057189,-0.9477814521,-1.1023336115,-1.0568468986,-1.0476612957,-0.9818596571,-0.9657747716,-1.2421817233,-1.2828806553,-1.1530441638,-0.9042337417,-0.8005759977,-0.447860798,-1.2751578513,-1.0264158275,-0.6049493775,-1.3215410361,-0.7857656047,-1.8053026134,-0.8790333727,-2.11779013
"1983-12-01",-1.3516642043,-1.7628376122,-1.3255975288,-1.1090303933,-1.398483949,-1.1113485205,-1.4093317547,-1.7207696255,-1.0654910735,-1.7108245192,-1.1809581323,-1.4553719049,-1.2702899947,-1.2047689978,-1.3609420095,-1.2197277983,-1.5284532683,-1.4413516631,-1.3996166912,-1.0769365514,-0.8633483098,-0.8335122911,-1.5130491772,-1.1594252005,-0.7207772725,-1.496696296,-1.0025652858,-1.8377106853,-0.9100554982,-2.1545019466
"1984-01-01",-1.2303232364,-1.2728787871,-0.821264684,-0.6724350031,-0.9285514688,-0.2383074613,-0.6584391303,-0.5018977388,-0.845426293,-0.7890148459,-0.6900559565,-0.4966331242,-0.7887826251,-0.3431611932,-1.2426558674,-0.5846826761,-0.9346513235,-0.8783792675,-0.3487669649,-0.3168279254,-0.4743976873,-0.1629283961,-0.9561915618,-0.5350871301,-0.1047753377,-0.9505808792,-0.3044744814,-1.4361459852,-0.6983567476,-1.5501623345
"1984-02-01",-0.1246074283,-0.3517408931,0.0247920418,0.2397416303,-0.323881896,0.8474377014,0.197342207,0.432326477,0.0148340298,0.1674007184,0.263412233,0.462303949,0.0697660305,0.67023028,-0.1138106169,0.3436790757,-0.0966387336,-0.1373756033,0.6514858173,0.7686489287,0.6490785983,0.3488660386,-0.1800145295,0.4342055835,0.6408614637,0.0003820463,0.7619183151,-0.308645819,-0.0161672837,-0.6837093276
"1984-03-01",-0.0140323052,0.0460582865,0.1941765504,0.2732906118,-0.0618930782,1.0566673394,0.4786184475,0.6836869163,-0.0336827802,0.518602121,0.5705070404,0.7725347639,0.533670951,1.1196259552,-0.0098747827,0.7291298847,0.1244485319,0.1944517571,0.9164374185,1.1621813406,0.8929444247,0.8133679806,0.0770150679,0.8310750073,0.8546906931,0.380196619,1.1353414575,0.0051314958,0.221747166,-0.2987846092
"1984-04-01",-0.0761062373,0.0077445382,0.157323275,0.1962214731,-0.0545628599,0.9906531881,0.409471937,0.6325167837,-0.1198193707,0.5175645869,0.5297426133,0.722103255,0.545948902,1.0550343511,-0.0691388145,0.6715636043,0.1240252648,0.1771843785,0.8937874922,1.1218087006,0.8135026423,0.7219953152,0.0600571805,0.7815336718,0.7519806511,0.3675643602,1.0501694768,0.0065091372,0.159121708,-0.2565004778
"1984-05-01",-0.05160528,0.0098135682,0.1836564773,0.1913987887,-0.0557124836,1.0042704021,0.4101246829,0.6218277229,-0.0905536546,0.5174645728,0.5483935068,0.7237758065,0.5742160524,1.0547105607,-0.0402313266,0.6696357147,0.1009462849,0.1663869087,0.8869716899,1.1374810511,0.8354350304,0.7218578963,0.0598903862,0.7833861531,0.7704307037,0.3679103713,1.0523461114,0.0063124621,0.1695725142,-0.2551897634
"1984-06-01",0.0143338846,0.0342995701,0.1920721465,0.236993179,-0.0449143385,1.0145375726,0.420953495,0.6462442045,-0.0352453939,0.537391645,0.5774461873,0.7363824439,0.6071380494,0.9972927445,0.0235568163,0.6767264314,0.1086813022,0.1786534015,0.907625931,1.1500976295,0.8496989001,0.7263997191,0.074748759,0.7764464028,0.7704656484,0.3675471752,1.1388283332,0.0140407732,0.1644508917,-0.2026549092
"1984-07-01",-0.028946441,0.0336768838,0.1899188628,0.1685093267,-0.058560148,1.0077122194,0.3965415162,0.6306816945,-0.0916633221,0.5474080408,0.5226861043,0.716112213,0.5730217821,0.9910473456,-0.047274215,0.6755168683,0.1279110154,0.1819113988,0.9051967536,1.1417965837,0.7856376184,0.7234929892,0.075229698,0.7503003462,0.7132244127,0.3501231466,1.1276762526,0.0265094205,0.0730966145,-0.20118471
"1984-08-01",0.0030239509,0.0378400265,0.1312478857,0.2013195462,-0.0670553897,1.0046290107,0.4225346526,0.6351811932,-0.0549602206,0.5469633992,0.529475849,0.7426679008,0.5100205395,0.9820778094,-0.0149818919,0.6739688096,0.1258155546,0.1760567642,0.9109560582,1.1372070409,0.7784606755,0.7490986199,0.0674378158,0.7437609594,0.7050121736,0.3502501181,1.0969624266,0.0288386978,0.0297174513,-0.1960834525
"1984-09-01",-0.0604813854,0.020229274,0.0899842985,0.1940268365,-0.0636242871,0.9587932255,0.3781693627,0.6152831836,-0.070974298,0.5470227457,0.4975742693,0.7059545181,0.4657467306,0.9480161888,-0.0715407053,0.6274559947,0.1166498294,0.1766372773,0.8686259777,1.1135239061,0.7375065444,0.6962383773,0.0523732248,0.7127448928,0.6469600953,0.3309131244,1.0569293403,0.020121606,-0.0069048742,-0.2002114653
"1984-10-01",5.70182e-05,0.0562326958,0.1797341265,0.3692095932,-0.0551902873,0.9495559198,0.4206604866,0.611812583,-0.0353973543,0.5402581898,0.5110101174,0.6963329996,0.5009708324,0.8974315825,0.0002238671,0.6787613011,0.1127274045,0.1809561879,0.8643999024,1.115911365,0.7804924557,0.7065799387,0.0602492135,0.6548893003,0.6891927005,0.3384675687,1.0676648501,0.0862365217,0.0479817562,-0.1435190225
"1984-11-01",0.3418063723,0.2692199186,0.5141877517,0.6627499895,0.0430460713,1.0215540652,0.62145482,0.693216968,0.2815030042,0.5638859141,0.7634925141,0.8384492684,0.7419588179,1.0063506455,0.3420490092,0.8389781498,0.1944104452,0.2346135242,0.9169226154,1.1851354553,0.9484082307,0.8650059843,0.183024591,0.8190925893,0.7765211729,0.6053845191,1.1376489621,0.3489306226,0.221775448,0.1539776413
"1984-12-01",0.5002210005,0.3577216463,0.6261882075,0.8873729858,0.126526718,1.1828246857,0.5771598852,0.6971294543,0.556099798,0.5584284826,0.8596792267,0.8340572542,0.7664299241,1.1608325359,0.4949812767,1.0050353794,0.1980887403,0.242520159,0.9162455799,1.3628930234,1.1748626992,0.7785695402,0.2091751439,0.9233384819,0.9003588288,0.6958494003,1.2239290358,0.4190241935,0.432284665,0.2606307519
"1985-01-01",1.2229166245,0.8942950836,1.1085519161,1.4914123533,0.3583628516,1.6390096097,1.1130230239,1.1636448644,1.2104962856,0.655549039,1.4475082669,1.2783424516,1.1757308171,1.5109640741,1.2121962401,1.6009494274,0.4527977681,0.3990239011,1.2939843432,1.800638096,1.69427534,1.1882781799,0.6134636869,1.2801725224,1.1968563874,0.9269030714,1.6165433344,0.7099116264,0.7903273958,0.4782999175
"1985-02-01",1.5810368306,1.4683385977,1.4109837585,1.6804338185,0.9945190921,2.2088899539,1.8877548244,1.9551823266,1.4440204957,1.6526327659,1.8613895111,2.1055685066,1.8225477104,2.0896825038,1.5758027737,2.079097815,1.2664058068,1.1089686024,2.0609553718,2.2265070872,2.0277995929,1.8838118681,1.4270570219,1.969372234,1.4990809306,1.4879605784,2.1638276165,1.3769314343,1.1263783212,1.1232464837
"1985-03-01",1.8286719891,1.6460103055,1.624484577,1.8660333987,1.1955929631,2.3382283227,2.047654592,2.0575282234,1.6514578995,1.7096171627,2.0489753681,2.2534380393,2.0428537345,2.2831922783,1.8175727647,2.2803354336,1.4353573838,1.2407766351,2.0653066538,2.3536971849,2.1791229794,2.1078052477,1.5816324052,2.2023498125,1.6353588188,1.728385748,2.3506932892,1.5339246883,1.3140166757,1.3387836331
"1985-04-01",2.0043971245,1.7137909327,1.7300423836,1.9450537151,1.2445296977,2.5211737956,2.1243832039,2.1159839532,1.7877760876,1.754059055,2.163386409,2.3549076054,2.1521317897,2.4241470693,1.983356064,2.3361119757,1.4879320262,1.2738716243,2.0761827583,2.4545721178,2.3917781367,2.1994896271,1.6512672747,2.3433207364,1.8172130992,1.786790416,2.5142531499,1.580056782,1.5924394085,1.3663116454
"1985-05-01",1.9821943125,1.7157878557,1.7301698147,1.9290677683,1.2428386735,2.5134487858,2.122749889,2.1231470475,1.7515868386,1.7545727219,2.1729837464,2.3555632629,2.1464206523,2.4214730853,1.95986539,2.3327000167,1.4881849419,1.273106585,2.0823173437,2.4528767686,2.3622646591,2.2001891797,1.650078314,2.3438632912,1.8056042098,1.7871258757,2.5163821038,1.5797105903,1.565621472,1.3721221195
"1985-06-01",1.9593048374,1.6942568195,1.7550854059,1.9658007928,1.2119898918,2.5225432678,2.1284607214,2.1167031095,1.8088762802,1.7647089017,2.1870474558,2.355579054,2.1266279512,2.4698159361,1.9428096903,2.3526270813,1.4853708892,1.2649822062,2.0825759797,2.4579801622,2.3703300371,2.205917722,1.6558088076,2.3830461807,1.8091467251,1.7939146183,2.5279403391,1.6112569282,1.7182568012,1.4131059481
"1985-07-01",1.9305819346,1.6551899041,1.6845240937,1.96744615,1.193655489,2.5107259368,2.1003828941,2.1113466111,1.7493578549,1.7659121555,2.1783785616,2.3344492964,2.0996833764,2.4641807705,1.8984317728,2.3339003182,1.4751298058,1.2641156965,2.0703584725,2.4061359562,2.350587726,2.1640579018,1.6450991526,2.3495660905,1.7849505894,1.7715321589,2.5028110721,1.5992488069,1.6801903657,1.4069736664
"1985-08-01",1.9099713151,1.6463320452,1.6217761696,1.9609038805,1.1921503842,2.5097128634,2.0963390393,2.1062311772,1.7546102345,1.7652126971,2.1578720726,2.3348727754,1.9593755786,2.4637845865,1.8772992877,2.3240328384,1.474446375,1.2606323778,2.0650919282,2.4026156596,2.3251615802,2.1595838774,1.6427612457,2.3442139667,1.7759688713,1.7671524913,2.4874234682,1.5812267,1.6595524599,1.4066382685
"1985-09-01",1.9993271303,1.6588074077,1.6632112618,1.9791422142,1.2022591634,2.5845771813,2.1136895996,2.1033850758,1.8257913315,1.7648705278,2.1939746138,2.3293990816,1.9992350114,2.4782842954,1.9576554248,2.3620887209,1.476369797,1.2572862049,2.0672852968,2.4532280301,2.3847787129,2.1784441274,1.6419848895,2.3388659464,1.8396800908,1.7614233966,2.4938362667,1.5783306017,1.7176198102,1.4061733935
"1985-10-01",1.9768885511,1.6349803324,1.6355037215,1.9653680909,1.2065670359,2.5717185584,2.0831794774,2.0870898463,1.825231582,1.7653692313,2.1513377303,2.3093585454,1.9665792529,2.4758075065,1.9336346925,2.3506630591,1.4684512553,1.2621950009,2.0497217112,2.4450467941,2.373740094,2.1407695367,1.6457908726,2.3513507695,1.9537281417,1.7722696911,2.5231374485,1.5906524022,1.8156125929,1.409324782
"1985-11-01",2.1692186792,1.8194406252,1.9178383226,2.1658581219,1.3608054265,2.6884047059,2.2610417532,2.2007148377,1.9806800561,1.838219307,2.3126721762,2.4418868826,2.3406007851,2.6532922932,2.1243587125,2.523656831,1.5896670044,1.3313950297,2.1303167057,2.5945322065,2.5271506973,2.511286416,1.8087794367,2.4448399773,2.1280232198,1.9064683819,2.6884218487,1.7087201283,2.0450346369,1.5672628501
"1985-12-01",2.5534205745,2.029309789,2.3003967521,2.4091136891,1.4768374443,2.8609139185,2.460363139,2.39316113,2.2619127802,1.9147331801,2.6927741289,2.6153394865,2.7097174818,2.7462903014,2.4949253116,2.7571245731,1.6850731968,1.425606523,2.2242291376,2.8000534911,2.6198278707,2.7883773378,1.9510867083,2.5149195522,2.1900571514,2.0830397864,2.7498271242,1.8258663389,2.1031251658,1.7062028846
"1986-01-01",2.3680108498,1.7069172021,1.8158594985,1.8605417925,1.2317830042,2.2647328193,1.859470245,1.3385002576,1.991718751,1.472124754,2.3270755748,1.8366314138,2.1563065864,2.0996536465,2.3079158763,2.247754036,1.2108803034,1.2150368715,1.5421337934,2.2763046138,2.2037237266,2.0541070154,1.5250774231,1.8928271842,1.6344256284,1.7053527224,2.0612812678,1.6139509993,1.6961781572,1.4910912686
"1986-02-01",1.6594435104,1.1574353663,1.2477473991,1.1457078159,0.9173158511,1.6410062025,1.2707985092,0.5707738332,1.3112606163,0.7836789386,1.7049118642,1.0947707652,1.5352520855,1.553015533,1.5774087033,1.7104662813,0.7443805617,0.7972859221,0.8833245779,1.6849774063,1.44750862,1.5263558183,1.0609555477,1.4908534655,1.1266653194,1.2861818605,1.5966381712,1.2525144227,1.2624380791,1.1518499946
"1986-03-01",1.7143784699,1.0165701547,1.1741489266,1.1582014796,0.8585986394,1.6437432696,1.1592609728,0.5517372872,1.3799898548,0.5778548315,1.686784872,0.9953724095,1.2502515103,1.3209637741,1.6354888822,1.5540080674,0.7552944551,0.6803610544,0.7736758163,1.5359640241,1.2863824334,1.2779378549,0.8728247971,1.5272371605,1.0543842822,1.1258358335,1.5459947102,1.1300980514,1.0457998824,0.9680912282
"1986-04-01",1.7499065255,1.0717347804,1.264435663,1.2303851581,0.8542466856,1.7024889348,1.1927042022,0.5735567641,1.430507189,0.5918102145,1.7012155942,0.9819152519,1.2690039563,1.3432299061,1.669586936,1.5973255839,0.7730292267,0.6915378488,0.7862584233,1.5460053007,1.3349686368,1.2732306187,0.902274713,1.5008825049,1.0710057569,1.1081194598,1.5575455626,1.1214413876,1.0575895518,0.9429771649
"1986-05-01",1.7233990082,1.0617938133,1.2327575342,1.2383560781,0.8551662819,1.7049321322,1.175471964,0.5895260181,1.4011978173,0.5912346633,1.697157876,0.9833683015,1.2637588432,1.3471158722,1.6404192556,1.6143178498,0.7737471361,0.6943430237,0.7966282908,1.5511645618,1.3347403655,1.2730135684,0.906256218,1.4997567063,1.0724250196,1.107532929,1.5583107111,1.1202765737,1.0648147293,0.9335576928
"1986-06-01",1.6335307395,1.016082998,1.2207801938,1.1855685967,0.8418383718,1.6774948632,1.14054399,0.5619819633,1.3551387819,0.5683112779,1.6414674565,0.9577612545,1.1999630293,1.3412701949,1.5560313605,1.5832357173,0.7532620148,0.6814881216,0.7724525056,1.5112428906,1.3145873528,1.2361463594,0.8719044733,1.4876364956,1.0734836478,1.1077725196,1.4864421225,1.1138797822,1.1377688081,0.8885764907
"1986-07-01",1.6085111802,1.0156983049,1.2091750806,1.1731614557,0.8398034317,1.6662436298,1.1402177827,0.5623215747,1.3339977211,0.5300992767,1.6246431296,0.957063729,1.1966013347,1.3329088685,1.5188223436,1.5807800159,0.7343748882,0.6623682997,0.7703979156,1.4997339349,1.2913363995,1.231228321,0.8700482862,1.4795090556,1.0563050486,1.1033849816,1.4714943512,1.1014384436,1.1065087613,0.8849125157
"1986-08-01",1.6138294469,1.0239677319,1.3115886115,1.1648804778,0.848519687,1.6722557577,1.1505961955,0.5631352634,1.3534854948,0.5319419095,1.6293231289,0.971466615,1.3110459674,1.3414602386,1.5239780249,1.5838887171,0.7389789968,0.6745012314,0.7831919914,1.5143178306,1.2967704857,1.2329626712,0.8778712221,1.4949341466,1.0654353854,1.1142799204,1.4989395426,1.1078583217,1.109564592,0.9023351969
"1986-09-01",1.7027177626,1.0584448893,1.4272204966,1.2783196948,0.8447377595,1.724967947,1.151735543,0.5793403695,1.4573156865,0.5320291199,1.7113802007,0.9922065414,1.3658559787,1.3877587416,1.6058437727,1.6451038756,0.7456876584,0.6738287657,0.8336399912,1.5526780517,1.3961529987,1.2533094836,0.8869860247,1.5084521323,1.1916364996,1.1152295857,1.5256831889,1.1080919176,1.2371378571,0.8769907345
"1986-10-01",1.637021631,0.9928625679,1.3261695668,1.0969418493,0.8135879643,1.6656412016,1.0628774257,0.5641925692,1.382129357,0.5272064459,1.6495818052,0.9536464728,1.2835490285,1.3404993954,1.5290692986,1.5462302944,0.7392473897,0.6522155228,0.8324049482,1.4788538701,1.3166240163,1.1811351404,0.8451996397,1.3890791023,1.0599230689,1.0023810667,1.4283894167,0.9931583652,1.1325075483,0.7715580903
"1986-11-01",1.2605758269,0.775019355,0.9686210114,0.7201553643,0.6941128737,1.4968908864,0.8822727936,0.4736299465,1.0536172204,0.5037914005,1.3652323441,0.8127125103,1.0220044534,1.1665467202,1.146212121,1.3175717388,0.6480015841,0.5953431848,0.7641754359,1.308773191,1.1104292403,0.9724985177,0.7031634607,1.1209900028,0.9334388433,0.6579040562,1.2519352939,0.70774256,0.8258725621,0.5008198185
"1986-12-01",1.5207487016,1.4001062095,1.3319712132,1.0622684471,0.9962489403,1.8744615489,1.3601377803,1.0531247855,1.3058582134,0.9628577453,1.677128654,1.3782049154,1.196800917,1.5150704718,1.4041297701,1.7292753942,1.2177180149,1.0495115222,1.2038659101,1.7054494527,1.4670209052,1.3279858978,1.2034903853,1.3729654891,1.1684777291,0.8631152041,1.5206278468,0.9061269039,1.1791011029,0.7085166832
"1987-01-01",1.6609130336,1.6745955364,1.6850188876,1.2277927005,1.4003315492,2.1199621571,1.6908983679,1.8295342625,1.4935483114,1.5305503965,1.8879055092,1.8649110658,1.7126175531,1.8337540968,1.5361609423,1.7662987729,1.6184712101,1.4000161788,1.6594536267,1.9965452848,1.700560203,1.8180700482,1.5519796044,1.8438228311,1.3453956587,1.2934795782,1.8484343206,1.2284500795,1.5881361377,1.1029408824
"1987-02-01",1.10270229,1.1657094198,1.2569537566,0.7140802897,0.8663166529,1.4896108665,0.9923023573,1.275346764,0.9525962021,0.6853119834,1.3297479673,1.1278464031,1.1722384058,1.2468200124,0.9562125582,1.1927991884,1.0448337332,0.8073149088,0.975473606,1.5175230572,1.2201495241,1.2897108287,0.9198962232,1.3286255589,0.9000161711,0.7679069816,1.4315657736,0.6400834601,1.193488963,0.4966346495
