"fecha","spei100","spei101","spei102","spei104","spei105","spei107","spei108","spei109","spei110","spei111","spei112","spei113","spei116","spei117","spei118","spei119","spei120","spei121","spei122","spei123","spei124","spei125","spei126","spei200","spei201","spei202","spei203","spei204","spei205","spei206"
"1983-04-01",-0.402459164087207,-0.985706565189518,-0.670781395808909,-0.0983798413396761,-0.905870973717467,-0.479007279652327,-0.843148590560074,-0.988754851082511,-0.250893645862549,-1.20554286144192,-0.454160922983121,-0.724762944415153,-0.755442323032705,-0.716665995303128,-0.438143257854435,-0.380217642397371,-0.986244011418301,-1.04504897870863,-0.730654946056229,-0.61357473759355,-0.440862192516596,-0.221574858722863,-0.90917719880009,-0.70128421267852,0.140293693857317,-0.979243243461161,-0.209357571095504,-1.40939461687471,0.0324219596129649,-1.51943582219878
"1983-05-01",-0.398237209319232,-0.995698873872503,-0.642538943772739,-0.10597363089763,-0.904036438869013,-0.487434434060779,-0.856974276055706,-0.985640933005514,-0.259947550846933,-1.1717005155152,-0.48588731874863,-0.739166179394572,-0.738651512843126,-0.721182091283266,-0.431892724484277,-0.407434738935298,-0.982031667487025,-1.03180490579093,-0.731621728458368,-0.600309537617742,-0.419854375504503,-0.203092303439744,-0.909310470853155,-0.727500222807188,0.0996048111418563,-0.957310113349544,-0.233085066765887,-1.4151585939737,0.00110579792246191,-1.50414833356201
"1983-06-01",-0.387433804832219,-0.989641698776622,-0.625671124186932,-0.0949060246640233,-0.860283663191895,-0.483435086285518,-0.847206247522429,-0.9911399440192,-0.250603875425578,-1.13207236910348,-0.478188582018283,-0.75049567991511,-0.73965887022021,-0.718813603638871,-0.424429020112105,-0.401563111093368,-0.964364137169229,-0.989352415613638,-0.709986313766286,-0.57300474546909,-0.435704128637525,-0.199861617920314,-0.897871964504211,-0.739045730460631,0.0609047111438418,-0.937811529769499,-0.234339577283101,-1.41722044198585,-0.163229260869955,-1.4871219789728
"1983-07-01",-0.369289977212222,-0.988661160118089,-0.633560930400285,-0.0673201272061569,-0.843335530033239,-0.483478962654649,-0.851015627767827,-1.02398719783662,-0.172335405283607,-1.1467619065272,-0.465234793328719,-0.768807068021677,-0.755249456789963,-0.708466794715981,-0.386489363649187,-0.394418092484676,-0.96863439335506,-0.996129625133186,-0.723542713455439,-0.565417062469488,-0.406757667375716,-0.211722907498588,-0.919265117467109,-0.749072327359555,0.0205294206160212,-0.942490080067932,-0.281180703735618,-1.40869377412377,-0.202836283864166,-1.49039270364763
"1983-08-01",-0.439064933122436,-1.03896064257296,-0.6979109135345,-0.18394825678148,-0.888828850836759,-0.53180774704152,-0.903636967906859,-1.07777830037224,-0.270405106128073,-1.22810656967985,-0.524373026618204,-0.826083970190528,-0.805119058925072,-0.744782639574696,-0.458652019439665,-0.470626893457655,-1.00693963723832,-1.04892827844802,-0.773104036469612,-0.595289669201431,-0.443582520587672,-0.281003339660315,-0.956132891098498,-0.812034896165392,-0.0594991941501031,-1.02406803758925,-0.35054858408249,-1.45064163558974,-0.248305046899514,-1.58326973230295
"1983-09-01",-0.593643929973507,-1.11321689563784,-0.843615781718581,-0.26649454924326,-0.914009450572926,-0.605760240050249,-0.964268089515616,-1.13128529784697,-0.401231400629795,-1.21935730931094,-0.654567682735563,-0.901854080759771,-0.905972881850652,-0.816857569766278,-0.600582164122286,-0.594425149961926,-1.03905660539882,-1.06450612921321,-0.831469943835373,-0.672982923816634,-0.555284590381515,-0.355886670331485,-1.00170130822363,-0.873022557393542,-0.183340268016497,-1.03237396990038,-0.415493209720209,-1.46164615134687,-0.316505523544073,-1.59290095407967
"1983-10-01",-0.701727193684341,-1.14200315594204,-0.883096283954879,-0.418160984288344,-0.96688236286617,-0.738464585559558,-0.973902676406898,-1.1521045824377,-0.516266797218497,-1.26280863938059,-0.720023055744216,-0.937368763656951,-0.934267561385298,-0.902702817430302,-0.720365568139662,-0.667309463550311,-1.05006672968944,-1.10442740811757,-0.841975958090429,-0.761003385780775,-0.680369859170741,-0.413777213170641,-1.02566905465898,-1.0183339105312,-0.49919478270404,-1.15120554298807,-0.624844485243338,-1.5149457490394,-0.575130531811132,-1.68630723507304
"1983-11-01",-0.77517422006792,-1.11490677652475,-0.888711584109746,-0.553358611986794,-0.997477242041491,-0.786191541104935,-0.927796859612278,-1.09549262096803,-0.598565826532695,-1.28891116124662,-0.775002716912736,-0.887165065707352,-0.912599949585845,-0.941184151382397,-0.792651076140241,-0.696420505313255,-1.0237132804192,-1.08595466596216,-0.803898691215097,-0.809899080059121,-0.758535138290345,-0.372856823061182,-1.05375683578854,-1.05712454086393,-0.61669842054782,-1.18547357111161,-0.689050624142418,-1.57141184145008,-0.795293206880263,-1.71018193544816
"1983-12-01",-1.09641533647042,-1.3685857666734,-1.11266473411063,-0.880230446196813,-1.11871739184684,-0.898267081088686,-1.19051354719212,-1.38598937449268,-0.822957405031899,-1.49609312054485,-0.9550802252286,-1.17316431019141,-1.11744055420564,-1.06916612887512,-1.09665239982172,-0.900977103148882,-1.24689018287617,-1.20085236362843,-0.972135381027854,-0.9650429844496,-0.810138571439373,-0.687085378519265,-1.22874792647502,-1.16399371660397,-0.711771787163178,-1.30702866640352,-0.866225825548026,-1.61934094245065,-0.806436952350941,-1.75877955412629
"1984-01-01",-0.997465298880528,-1.05731929677828,-0.669775594275371,-0.483347214578749,-0.725067733143953,-0.00617633664506415,-0.511651004037374,-0.42973848036181,-0.630961910602211,-0.545136425125594,-0.522376583874173,-0.333227776860322,-0.668718707725318,-0.191851491847662,-0.999679838849474,-0.361418992446749,-0.781454471129245,-0.675005389237471,-0.109374248666105,-0.148035547972819,-0.413265830845987,-0.0372100521423041,-0.798665164822905,-0.556627656754496,-0.0886168286108243,-0.768389576677485,-0.145582406442076,-1.33397706291237,-0.567353569695969,-1.33010549617085
"1984-02-01",-0.00449161331967399,-0.200550752451562,0.137082752259104,0.332787633720434,-0.12073174318356,0.92851353789121,0.304289708319243,0.479595869163668,0.111548548498518,0.477721977476395,0.331878376630485,0.539522792200571,0.197988673022056,0.766989877502633,0.00132261948150848,0.448954841518591,0.0538404896136391,0.110572942720428,0.817810168450683,0.867633381116606,0.619148267774672,0.466044109155082,-0.0536050086746654,0.384646487038453,0.5546536240334,0.230671913447053,0.803968343399045,-0.304942212846703,0.0992091188843158,-0.421479197101733
"1984-03-01",0.10328561613679,0.163111889344091,0.295659603435057,0.341273589497155,0.143861810627746,1.11553812789759,0.571319898196395,0.751738969579757,0.0693960600705607,0.834313372932672,0.618118611327992,0.832485617562895,0.595369996055616,1.17492624877555,0.104891943291674,0.792456236264374,0.301056216879259,0.46823905434265,1.06901243575933,1.20490900438215,0.838607622622027,0.821339897707816,0.199240323045401,0.76574573528711,0.742657730330343,0.611427701299543,1.12554395821836,0.0143250713537826,0.279262037985722,-0.033273903193339
"1984-04-01",0.0326228138785564,0.109435367182451,0.242214933425126,0.254724986759639,0.144408803589558,1.05972785242373,0.478438990410031,0.677858721246455,-0.0174371386001322,0.811377001768045,0.57065584167874,0.761072428768432,0.584270037268106,1.11312474856408,0.0379593499387751,0.716744985119803,0.280518838433061,0.440132340705011,1.0194420292051,1.16687489323859,0.770988191717009,0.722125465067603,0.168318731414266,0.72648739480907,0.690960751511321,0.588645701202648,1.06723398128522,0.01616698420667,0.229714942326375,0.0065583000310731
"1984-05-01",0.0196301303818178,0.0840758987895127,0.224578899337119,0.215559301747056,0.137221191581854,1.06732796234171,0.456394604196129,0.644646057413069,-0.0295325547838965,0.78900043920366,0.569656353599966,0.738478603561802,0.564368901831225,1.11093866091736,0.0269160611503181,0.693850643710918,0.245877495503834,0.413789341250769,0.994509053393314,1.17736969702348,0.785552552775214,0.674566576468357,0.15922272601177,0.735784411096705,0.708774884136618,0.574671236649744,1.07092751225671,0.0207404852226658,0.221846489763301,-0.00539519131430603
"1984-06-01",0.0852158189631982,0.0881236588509347,0.225781742126824,0.269476570192233,0.140667879234632,1.07645714768487,0.452350788504985,0.651455036750604,0.0289765267736588,0.795281081469385,0.601713287783362,0.734497210064445,0.580271212988085,1.06207965795779,0.0901730064786533,0.6913550486792,0.241456038786417,0.411630358021111,0.995023905858844,1.1874560472822,0.818592287625126,0.664452239612614,0.164200128934566,0.733518900115145,0.723793699303464,0.563843397641959,1.13753962774585,0.0367651263814473,0.248196548613618,0.0279900746585717
"1984-07-01",0.0755309025090308,0.102072995101507,0.242526380001273,0.244230997352509,0.135862441808032,1.07227276537932,0.44070956355178,0.649420012478591,0.0131153302390867,0.828034694283474,0.579913415025094,0.725688762664721,0.564388512149936,1.0562780412275,0.0596509424573072,0.702596395339774,0.270002122464867,0.431482172591723,0.997063502832243,1.18040605120406,0.779109067834555,0.674699155543508,0.172678222101852,0.719215100944093,0.706473477906944,0.564216782170821,1.13366339624367,0.060541959332875,0.199618610111531,0.0559043184850878
"1984-08-01",0.153012384389647,0.157345847624867,0.243934520556406,0.327124796888694,0.166424454039631,1.08504621370859,0.508464717540143,0.707697648806138,0.107460185378102,0.872497247134344,0.62018916064435,0.790425099500276,0.585254956521461,1.0603875947667,0.1386569455917,0.737642231033458,0.294931398408763,0.471232945689887,1.02631459835139,1.18634921269749,0.796236321267457,0.770356613039476,0.190973329797983,0.738085969441578,0.732151582185524,0.624964139264469,1.12940432791834,0.0927706384769633,0.208893540584881,0.132897901904901
"1984-09-01",0.0875519117954837,0.126643769405331,0.197530435982493,0.310164940290218,0.14967680205391,1.02881906820162,0.452871085508327,0.694500089072146,0.084144099662817,0.87512046063263,0.569606266158047,0.743752340794959,0.536962731395479,1.01219883807096,0.0779102181474131,0.671855134466477,0.275005337376574,0.467575139302126,0.977175250035299,1.15205456079617,0.742878335554844,0.715362778919757,0.157949302090588,0.691401555522623,0.664376434862208,0.593636805310744,1.08525071181033,0.0659689469837632,0.158964795313823,0.111898819027087
"1984-10-01",0.197416072961876,0.205515573601032,0.305052175059257,0.501099986807122,0.20153891325189,1.05115557749283,0.530146331391102,0.75532710471477,0.174039580164484,0.909293448949672,0.616004373868629,0.779117054865993,0.598057006697892,0.994429407496721,0.200865141955976,0.752225998934771,0.312719485803242,0.520738328356445,1.01563433675629,1.17280112839016,0.809116308076867,0.761883302130585,0.20185868434286,0.684542850442289,0.759473533781452,0.675865585453442,1.13501155652214,0.172006656407532,0.260205292077499,0.25127585987655
"1984-11-01",0.532578567173816,0.44545352006608,0.65565605117606,0.794394144385528,0.323469639953271,1.12316437394092,0.748439064051405,0.865215156741376,0.496258572123521,0.971813683133843,0.850947001209328,0.935198093857849,0.865954123541091,1.10286269416085,0.536805831002789,0.921558195617843,0.42082231179032,0.610783286406946,1.08404288192639,1.23735505215588,0.965265130239412,0.965691049566696,0.362293864818516,0.843643521040154,0.843990098035551,0.930657902126038,1.19112438062001,0.455645984712775,0.46618398464773,0.556046075668187
"1984-12-01",0.670010744468681,0.579457420774556,0.782765355755331,0.965912975905016,0.458134155767477,1.24636043276888,0.775357222555527,0.916053773418415,0.716934688478713,1.02082086039561,0.948499669904538,0.979745544859395,0.941397206145198,1.23380071020945,0.668848442150743,1.07626291525876,0.471130537486657,0.692027791090006,1.12683082875318,1.36865143062379,1.14453137591266,0.96108252743272,0.441698055140192,0.967241641672013,0.954194315177404,1.07686586071147,1.26478211130282,0.591202462000943,0.641292111277918,0.76872958781239
"1985-01-01",1.28086247867619,1.08147480283043,1.22547309434234,1.43344912760159,0.733795076682483,1.54175116387663,1.22970532520507,1.31023316981799,1.27218257256287,1.14055585174475,1.40238955788443,1.33306670558439,1.2990725515031,1.49416759037638,1.27709973329217,1.49592410997722,0.747411297214519,0.873564472742182,1.43889216195697,1.65254707181141,1.53730333457479,1.3088739071247,0.854481049373244,1.29493311447432,1.21569421128573,1.3058553644458,1.53125470193394,0.927318861351141,0.984446831902039,1.04388034959157
"1985-02-01",1.5777087981958,1.57377455677778,1.51226242074294,1.6345541774327,1.32304530510316,1.94132379526758,1.81834262041786,1.92690760531207,1.51327224538391,1.82617954289871,1.75063324412889,1.94215815649898,1.77350841076578,1.94770088998154,1.58409843249179,1.87741126378293,1.50208339446198,1.50571490246531,2.01302165531756,1.9781569777766,1.82394289620984,1.76307155415516,1.60195871986786,1.79824639678219,1.4427004480509,1.78209962015014,1.89651612837437,1.57802290162533,1.23281484657354,1.60881122735493
"1985-03-01",1.82918695882681,1.81873073708718,1.75736754353552,1.89210341359804,1.56527730997894,2.04602877167973,2.00052918448213,2.06142539795457,1.77414482989897,1.89739894525755,1.93536855188966,2.09061861637542,1.99936001691057,2.13996333658177,1.83271942256678,2.04331409308951,1.67399775059375,1.67065361113741,2.06176951241173,2.08432120201269,2.01366251208886,1.99014379407188,1.81002278403451,2.03685926996145,1.59496034990158,2.05405475894531,2.05215489183297,1.7935418473655,1.42229237537739,1.88901311537539
"1985-04-01",1.94113228774883,1.87764873094158,1.82988488964731,1.95753057562549,1.62903753992922,2.13621978651833,2.07366112484249,2.13177129808115,1.87089883017917,1.93339061855003,2.01619725921957,2.17288148171184,2.05956615597886,2.22806367511481,1.93863060278503,2.09216447556004,1.73391058400242,1.71783127147688,2.09295625252523,2.15031982945085,2.1285686063773,2.06257080384042,1.87964585602496,2.14137999969095,1.71434899310465,2.10035011307959,2.13826377004122,1.84758341717116,1.61926476244917,1.91246888828801
"1985-05-01",1.94891655577462,1.90423029144779,1.84302137910105,1.96986092856784,1.65090770006719,2.14816642605536,2.08812481052861,2.14863942422869,1.87367384009274,1.93664946176137,2.04867664171003,2.1857169887386,2.05878526640467,2.23785962777987,1.94752274462959,2.10956846732518,1.74760941845654,1.72924133691611,2.10665724803602,2.1620334413238,2.13776070662607,2.06408868534969,1.89703137931013,2.15548846689679,1.74167034772181,2.09993387295693,2.15360515100797,1.86172901401592,1.64795460632787,1.92123785954071
"1985-06-01",1.97571008751278,1.91333630032329,1.88023426782632,2.01889412005697,1.63458574634795,2.16242646102889,2.10722324972203,2.15646428100795,1.94349599620444,1.9318735789275,2.0903425187263,2.20181164241852,2.06362388553776,2.2777715980017,1.9783337571401,2.14670208314036,1.74764892585226,1.72400426540016,2.11108410317738,2.17613620665225,2.16888730027518,2.08604576736537,1.90916953557841,2.23139309199015,1.79298147392933,2.12235161888905,2.17355795044755,1.89528542321716,1.76542210979082,1.96932997735156
"1985-07-01",1.96334058736748,1.9001226750937,1.84684854149147,2.01051434614223,1.6300628018309,2.15811123300255,2.09248005435585,2.16053060562782,1.91417506989603,1.92723577129048,2.06894380818787,2.18623416592451,2.05036168780738,2.27090184603132,1.95597487307862,2.13185157880681,1.74758419120512,1.73023397500472,2.10317196320321,2.15048645922945,2.14262000194077,2.07298538779774,1.90867069552432,2.2100589891025,1.78929043021483,2.09592175927372,2.16546100037813,1.88744523725784,1.7488844475647,1.95690175524151
"1985-08-01",1.95871285371754,1.89772490700765,1.81284796010726,2.007586180477,1.62849684472395,2.15016719575042,2.0805557628541,2.15802143966074,1.9135969826467,1.92502218018539,2.05102939103174,2.17793455674558,1.98852892238432,2.25979626918053,1.95252845257392,2.1247083935142,1.74465991960787,1.72357385002299,2.09085542303322,2.14283512162852,2.12149072960572,2.06964634691807,1.90358221835945,2.18326173946906,1.79093894220439,2.07140712368816,2.1390967108766,1.8650337935498,1.73647208845346,1.9521171582728
"1985-09-01",1.97711927663326,1.90854094332977,1.82474319348066,1.98963417317398,1.63429750570525,2.17749143759265,2.10038731515767,2.1761624375155,1.92335976958075,1.91189484978077,2.06708017904562,2.19223671138935,2.00713490750925,2.25670751684475,1.96943331967163,2.14273955804081,1.75259728698947,1.71363494879742,2.10268479186481,2.16464788037449,2.14204191017029,2.08596728781104,1.907278875592,2.18054105661188,1.82167060094864,2.05754018605803,2.13724378971998,1.85846335869745,1.76181080240635,1.93855117037025
"1985-10-01",1.96860978068049,1.90728237485674,1.82809229450771,1.99596149324566,1.64367336372384,2.17710579580817,2.09519467400097,2.16986270587237,1.92945701483271,1.91565675173031,2.05032761229042,2.1929099288483,2.02399608970804,2.2514809684868,1.95718368731835,2.14509538941884,1.74538518345402,1.71714346521575,2.09466244060457,2.16072129498577,2.12547985845444,2.09947868339494,1.91161107893268,2.18979870486265,1.87653026633786,2.05581545849175,2.14277219270944,1.87697754308237,1.81307286121091,1.95319864170895
"1985-11-01",2.08372491311614,2.04487558310031,2.00519372194103,2.08637418029537,1.76085620616933,2.21356370539725,2.19482136939413,2.24215203519268,2.0337142485172,1.97297874997892,2.14001854346412,2.26004017814995,2.23281412609607,2.31152793563187,2.07039515710959,2.22327495695398,1.83676103284251,1.7770404719005,2.14753804360251,2.21066881480936,2.17223666935287,2.27225431114969,2.00194161808638,2.20914538198604,1.93607163152171,2.1369297568762,2.17948990647226,1.98478648038353,1.89849657876163,2.08339404459077
"1985-12-01",2.25290375798066,2.1252977379384,2.16970097825943,2.17421762369336,1.8552462832917,2.23853380977408,2.22461948528247,2.30407329613725,2.15242046859999,2.02638388943236,2.27055465700111,2.26988193270939,2.32207930710694,2.30045363211449,2.23609975568074,2.27950851268081,1.91058609521001,1.85681159664767,2.18058051126546,2.24776740019063,2.21359156103183,2.28722796525775,2.07138710795332,2.22735099180924,1.96030628819271,2.21772067290917,2.20006407319853,2.05127821637914,1.93036607452043,2.16248364772385
"1986-01-01",2.1716035558812,1.92335708418502,1.96015678290528,1.95374293262568,1.66565413482186,2.01625316552502,1.93048608207608,1.75768273697998,2.04427667267394,1.79174079375822,2.13983183654927,1.94913434711624,2.10571347538476,1.97881832020248,2.16610578109476,2.12235585568588,1.60473599776919,1.68914911045634,1.87812500927884,2.02038636070557,2.02881504876434,2.01990901536961,1.79876958644667,1.94230794008538,1.78228655367992,1.98776255846413,1.96395319244333,1.86119297839848,1.78698258707868,1.95941237531095
"1986-02-01",1.92943799993713,1.70872914591124,1.70789927128574,1.68197809791358,1.52398979564267,1.83165888655424,1.72736562583372,1.35370164491301,1.81041313282958,1.46342336441067,1.97331534278136,1.66377225645995,1.86671108704979,1.77221485975193,1.91079842561427,2.01294849270941,1.3135638209826,1.47553285652509,1.57464544497509,1.80231147994723,1.72368466129147,1.84772907109642,1.56438617114883,1.79672187502523,1.58237120004876,1.8634850656678,1.82139499773405,1.68923332021972,1.62921435747479,1.8590195050946
"1986-03-01",1.98491659661015,1.62912764519754,1.67591693041785,1.73894666048015,1.47792269462264,1.82140538008597,1.64029020752186,1.28834266508016,1.88547449019174,1.28222123585472,1.96376196494629,1.5714362032406,1.71576843415361,1.6374337618026,1.96256124281254,1.90635861622777,1.27056132560577,1.35056480384619,1.4455617690564,1.70773418664968,1.64269546501114,1.73764757079031,1.39317067044182,1.85239871776506,1.55085226824891,1.79001110784791,1.80519965146356,1.60286293733874,1.54216890439494,1.77873676137831
"1986-04-01",1.96241234177021,1.62863240190237,1.69660412535422,1.74858940499425,1.46277549803709,1.83538643982899,1.63900785124712,1.27826180023831,1.86196148423263,1.28934751391119,1.94452473499195,1.54456856536303,1.69105816144206,1.64425422591312,1.9364822100254,1.90785614631588,1.27108212103217,1.35108848246288,1.43788446779059,1.70965638033481,1.65025439650594,1.71575083505886,1.40515359542503,1.83383252984641,1.54723367156852,1.76499685371893,1.80272486641296,1.59339766662149,1.53594686985087,1.73614114285797
"1986-05-01",1.95410056484969,1.63132861850174,1.68760879033975,1.75808585027384,1.46541299613569,1.83273745008628,1.63353299895954,1.30348558745301,1.85175936423287,1.30216396835544,1.94128544065677,1.55273785167973,1.70060521581284,1.64267599155552,1.92805419554347,1.91658842329348,1.27869640322166,1.36017125173317,1.45226968690092,1.71086049685877,1.6459529953833,1.72868671919974,1.41081201947891,1.82841598309901,1.5484020417179,1.76644706927493,1.79931636179043,1.5898268104353,1.54329782742823,1.73280973006424
"1986-06-01",1.90284397493264,1.59643486947368,1.6703465547251,1.70311523280987,1.43993885164781,1.81059052115021,1.60497641319551,1.27542197283712,1.81117061283962,1.27241969087007,1.90660874251951,1.52949002631172,1.65491058207555,1.63028825963881,1.87786227525543,1.8989550609024,1.25528998971,1.33429975413339,1.4290027244425,1.68160776113929,1.61234378903543,1.70232578386135,1.37470005166933,1.82442464197483,1.54191102287548,1.75785065586498,1.75382513032367,1.57006480509028,1.55816163092434,1.69588785842979
"1986-07-01",1.86720920289432,1.59520518987049,1.6519946285016,1.67049594757334,1.4374547109909,1.79791580036703,1.60336105221714,1.2886426362988,1.77397939747148,1.2585060891127,1.86419119041267,1.52927006143664,1.64519826760163,1.61819295767999,1.83249773258847,1.8800044761948,1.24851946566529,1.32319148249174,1.43518512339364,1.67008227851871,1.57660127277234,1.69445298062596,1.37490415967365,1.80388367962942,1.5160650009857,1.74313280929096,1.73821206313802,1.55539122752758,1.51843912348711,1.68241229655663
